"ID_CHAMBRE_RESA","ARRIVEE","DEPART","CHAMBRE","RESERVATION"
6882,09/01/2019,10/01/2019,9,13463
14277,10/01/2019,11/01/2019,9,19574
12102,14/01/2019,15/01/2019,9,15958
13581,19/01/2019,20/01/2019,9,8947
18540,20/01/2019,21/01/2019,9,3497
2184,23/01/2019,26/01/2019,9,18376
6708,26/01/2019,27/01/2019,9,7454
16974,27/01/2019,29/01/2019,9,6477
8709,01/02/2019,04/02/2019,9,7657
5403,04/02/2019,06/02/2019,9,15328
3141,09/02/2019,10/02/2019,9,9891
7491,11/02/2019,12/02/2019,9,15517
16017,12/02/2019,14/02/2019,9,14342
12363,16/02/2019,17/02/2019,9,4007
3054,17/02/2019,18/02/2019,9,13082
18192,18/02/2019,19/02/2019,9,3463
5577,23/02/2019,24/02/2019,9,218
15060,27/02/2019,01/03/2019,9,1159
6360,01/03/2019,03/03/2019,9,16780
10014,03/03/2019,04/03/2019,9,8600
18801,04/03/2019,07/03/2019,9,12612
19410,07/03/2019,08/03/2019,9,14678
19497,08/03/2019,09/03/2019,9,14688
4185,09/03/2019,10/03/2019,9,7197
18627,11/03/2019,12/03/2019,9,9463
8100,16/03/2019,18/03/2019,9,2463
16539,20/03/2019,21/03/2019,9,17825
11058,28/03/2019,30/03/2019,9,13852
4620,30/03/2019,01/04/2019,9,7250
2271,01/04/2019,02/04/2019,9,1885
6795,06/04/2019,07/04/2019,9,7467
8883,07/04/2019,09/04/2019,9,8479
9144,09/04/2019,10/04/2019,9,569
14364,10/04/2019,11/04/2019,9,9027
6534,11/04/2019,12/04/2019,9,16796
7752,16/04/2019,18/04/2019,9,10344
3576,23/04/2019,24/04/2019,9,11934
13494,30/04/2019,02/05/2019,9,12093
7665,02/05/2019,04/05/2019,9,15533
9405,04/05/2019,07/05/2019,9,15690
12450,07/05/2019,08/05/2019,9,6017
6273,11/05/2019,14/05/2019,9,15402
5838,14/05/2019,16/05/2019,9,10154
3315,16/05/2019,18/05/2019,9,1982
444,18/05/2019,20/05/2019,9,11633
6012,22/05/2019,24/05/2019,9,15381
2445,25/05/2019,27/05/2019,9,13009
18714,27/05/2019,28/05/2019,9,11475
19845,31/05/2019,03/06/2019,9,4760
12537,04/06/2019,07/06/2019,9,2924
16887,07/06/2019,08/06/2019,9,19852
1749,07/06/2019,10/06/2019,9,11767
16452,10/06/2019,12/06/2019,9,3297
12885,12/06/2019,14/06/2019,9,8888
17148,14/06/2019,17/06/2019,9,17884
3924,17/06/2019,19/06/2019,9,15170
618,21/06/2019,23/06/2019,9,3723
13755,23/06/2019,24/06/2019,9,4156
10971,24/06/2019,25/06/2019,9,17248
1488,25/06/2019,27/06/2019,9,14898
17496,27/06/2019,30/06/2019,9,12484
19149,03/07/2019,05/07/2019,9,18091
4533,05/07/2019,08/07/2019,9,13229
13842,08/07/2019,09/07/2019,9,10975
12711,08/07/2019,10/07/2019,9,941
2793,10/07/2019,11/07/2019,9,1933
7317,13/07/2019,14/07/2019,9,389
17409,16/07/2019,17/07/2019,9,9344
12798,17/07/2019,19/07/2019,9,4052
13146,21/07/2019,22/07/2019,9,8907
11232,25/07/2019,28/07/2019,9,10712
14451,29/07/2019,31/07/2019,9,1110
13407,01/08/2019,03/08/2019,9,1009
705,03/08/2019,04/08/2019,9,11656
17061,08/08/2019,10/08/2019,9,17875
19062,10/08/2019,13/08/2019,9,9512
14103,13/08/2019,14/08/2019,9,6191
10101,13/08/2019,16/08/2019,9,13750
4881,16/08/2019,18/08/2019,9,2142
3228,18/08/2019,19/08/2019,9,16481
2967,19/08/2019,22/08/2019,9,15073
1836,22/08/2019,24/08/2019,9,14943
19932,26/08/2019,27/08/2019,9,12745
12276,27/08/2019,29/08/2019,9,17375
9057,29/08/2019,31/08/2019,9,2561
8535,31/08/2019,01/09/2019,9,13606
9753,02/09/2019,03/09/2019,9,17135
17757,06/09/2019,08/09/2019,9,3420
18888,11/09/2019,13/09/2019,9,14621
2097,13/09/2019,15/09/2019,9,14971
7056,13/09/2019,16/09/2019,9,8275
966,16/09/2019,18/09/2019,9,1758
6186,19/09/2019,22/09/2019,9,2277
5664,22/09/2019,23/09/2019,9,18704
1401,23/09/2019,24/09/2019,9,16301
4794,25/09/2019,26/09/2019,9,134
1140,26/09/2019,28/09/2019,9,16272
3750,28/09/2019,30/09/2019,9,7144
10188,30/09/2019,02/10/2019,9,17168
19758,02/10/2019,03/10/2019,9,1613
5751,07/10/2019,08/10/2019,9,13354
4446,09/10/2019,11/10/2019,9,5227
5316,11/10/2019,12/10/2019,9,18673
9,14/10/2019,16/10/2019,9,18148
15930,16/10/2019,17/10/2019,9,9188
5055,16/10/2019,18/10/2019,9,5287
8622,18/10/2019,21/10/2019,9,8449
96,21/10/2019,23/10/2019,9,14759
10275,24/10/2019,27/10/2019,9,687
15669,27/10/2019,28/10/2019,9,1220
7404,28/10/2019,31/10/2019,9,395
10710,31/10/2019,01/11/2019,9,17220
18453,05/11/2019,07/11/2019,9,3490
8361,08/11/2019,11/11/2019,9,16984
15582,13/11/2019,15/11/2019,9,9152
9318,15/11/2019,16/11/2019,9,587
5490,16/11/2019,18/11/2019,9,15333
2880,22/11/2019,23/11/2019,9,5055
17322,24/11/2019,26/11/2019,9,9332
10623,26/11/2019,27/11/2019,9,19209
14712,27/11/2019,30/11/2019,9,19616
18105,02/12/2019,03/12/2019,9,19978
792,04/12/2019,06/12/2019,9,18224
13233,06/12/2019,07/12/2019,9,19474
18366,07/12/2019,08/12/2019,9,16015
11493,12/12/2019,14/12/2019,9,10739
9840,18/12/2019,19/12/2019,9,15728
4359,20/12/2019,22/12/2019,9,18588
9927,22/12/2019,24/12/2019,9,5770
183,22/12/2019,25/12/2019,9,4801
16626,27/12/2019,29/12/2019,9,11257
1053,29/12/2019,30/12/2019,9,6876
9406,01/01/2019,04/01/2019,10,10539
8971,04/01/2019,05/01/2019,10,8488
19585,05/01/2019,06/01/2019,10,12698
1315,06/01/2019,08/01/2019,10,9716
2533,08/01/2019,09/01/2019,10,18413
4969,09/01/2019,10/01/2019,10,8061
2011,10/01/2019,12/01/2019,10,4964
5752,13/01/2019,14/01/2019,10,5358
3925,21/01/2019,23/01/2019,10,13170
17323,23/01/2019,24/01/2019,10,19897
9754,25/01/2019,26/01/2019,10,8570
8536,26/01/2019,29/01/2019,10,10438
10,29/01/2019,31/01/2019,10,16151
13321,29/01/2019,30/01/2019,10,14078
19933,30/01/2019,31/01/2019,10,1647
15844,31/01/2019,01/02/2019,10,17744
16714,06/02/2019,07/02/2019,10,1322
11581,08/02/2019,11/02/2019,10,8748
18715,11/02/2019,14/02/2019,10,6649
9319,16/02/2019,17/02/2019,10,19078
1837,17/02/2019,20/02/2019,10,3840
2098,21/02/2019,23/02/2019,10,16368
10885,23/02/2019,25/02/2019,10,10677
4708,25/02/2019,26/02/2019,10,125
17236,26/02/2019,27/02/2019,10,17894
6187,27/02/2019,01/03/2019,10,277
11755,01/03/2019,02/03/2019,10,8768
13234,03/03/2019,05/03/2019,10,10914
10624,06/03/2019,07/03/2019,10,8654
13582,07/03/2019,09/03/2019,10,12101
184,12/03/2019,13/03/2019,10,14768
793,15/03/2019,17/03/2019,10,16227
10015,21/03/2019,22/03/2019,10,17158
7405,22/03/2019,24/03/2019,10,10310
18628,25/03/2019,26/03/2019,10,4640
6100,30/03/2019,01/04/2019,10,7390
10537,02/04/2019,03/04/2019,10,17202
10363,03/04/2019,05/04/2019,10,5814
14539,05/04/2019,06/04/2019,10,9049
7666,05/04/2019,08/04/2019,10,16911
2968,08/04/2019,10/04/2019,10,9879
16105,10/04/2019,12/04/2019,10,19773
2359,12/04/2019,15/04/2019,10,13000
4447,15/04/2019,16/04/2019,10,16599
2446,19/04/2019,21/04/2019,10,7009
12625,22/04/2019,23/04/2019,10,19408
1141,24/04/2019,27/04/2019,10,3776
2272,27/04/2019,29/04/2019,10,18385
619,01/05/2019,02/05/2019,10,11647
17062,04/05/2019,05/05/2019,10,9303
17758,06/05/2019,07/05/2019,10,6551
15931,07/05/2019,08/05/2019,10,4370
18889,08/05/2019,10/05/2019,10,12621
13495,11/05/2019,12/05/2019,10,10937
6883,12/05/2019,14/05/2019,10,350
5056,15/05/2019,18/05/2019,10,15286
18367,18/05/2019,19/05/2019,10,14571
6622,18/05/2019,20/05/2019,10,10234
11320,21/05/2019,24/05/2019,10,15882
15496,26/05/2019,27/05/2019,10,3205
3664,28/05/2019,30/05/2019,10,21
2794,01/06/2019,03/06/2019,10,13051
4360,03/06/2019,04/06/2019,10,5217
4099,03/06/2019,05/06/2019,10,13187
7579,10/06/2019,12/06/2019,10,5550
9145,12/06/2019,14/06/2019,10,8506
6448,15/06/2019,16/06/2019,10,10217
5143,16/06/2019,19/06/2019,10,16663
5404,19/06/2019,21/06/2019,10,8102
16627,21/06/2019,22/06/2019,10,9257
2185,22/06/2019,24/06/2019,10,16379
14017,24/06/2019,25/06/2019,10,1065
3490,25/06/2019,28/06/2019,10,7117
16453,28/06/2019,29/06/2019,10,6423
1750,02/07/2019,03/07/2019,10,16336
15148,09/07/2019,12/07/2019,10,11114
4273,12/07/2019,14/07/2019,10,9997
7927,14/07/2019,15/07/2019,10,8368
8101,17/07/2019,19/07/2019,10,16961
3403,21/07/2019,22/07/2019,10,7108
17671,22/07/2019,24/07/2019,10,19933
6709,24/07/2019,27/07/2019,10,15447
12451,28/07/2019,30/07/2019,10,4017
11407,30/07/2019,01/08/2019,10,804
5926,01/08/2019,02/08/2019,10,15369
18976,02/08/2019,04/08/2019,10,12632
16888,06/08/2019,07/08/2019,10,9290
10711,07/08/2019,09/08/2019,10,15817
8275,13/08/2019,14/08/2019,10,8406
16279,14/08/2019,15/08/2019,10,12364
19324,16/08/2019,17/08/2019,10,4704
9928,18/08/2019,20/08/2019,10,17147
19411,20/08/2019,21/08/2019,10,1580
14191,21/08/2019,22/08/2019,10,6203
7318,22/08/2019,23/08/2019,10,15501
7753,25/08/2019,27/08/2019,10,15541
10972,29/08/2019,30/08/2019,10,2763
14800,03/09/2019,04/09/2019,10,4258
19237,04/09/2019,06/09/2019,10,18099
19498,12/09/2019,13/09/2019,10,12688
1402,15/09/2019,16/09/2019,10,9727
2707,16/09/2019,17/09/2019,10,1926
5665,17/09/2019,19/09/2019,10,5348
13843,24/09/2019,25/09/2019,10,1053
9580,03/10/2019,05/10/2019,10,19113
97,08/10/2019,09/10/2019,10,3671
967,10/10/2019,11/10/2019,10,6870
13756,11/10/2019,12/10/2019,10,1040
445,13/10/2019,15/10/2019,10,1705
6274,15/10/2019,17/10/2019,10,13402
9058,15/10/2019,18/10/2019,10,561
9841,20/10/2019,23/10/2019,10,10582
1228,24/10/2019,25/10/2019,10,3786
8014,25/10/2019,26/10/2019,10,7595
18019,28/10/2019,31/10/2019,10,1443
15061,02/11/2019,05/11/2019,10,19657
18193,05/11/2019,06/11/2019,10,11427
12886,06/11/2019,07/11/2019,10,14030
4534,08/11/2019,09/11/2019,10,5237
15757,10/11/2019,12/11/2019,10,17737
706,12/11/2019,14/11/2019,10,9656
11929,14/11/2019,16/11/2019,10,7966
6796,17/11/2019,19/11/2019,10,18818
880,19/11/2019,21/11/2019,10,18236
13930,21/11/2019,23/11/2019,10,3059
16018,21/11/2019,22/11/2019,10,17766
3751,22/11/2019,23/11/2019,10,11947
15235,23/11/2019,26/11/2019,10,19678
7492,26/11/2019,27/11/2019,10,8317
8188,26/11/2019,28/11/2019,10,5613
5317,30/11/2019,01/12/2019,10,2189
3838,01/12/2019,03/12/2019,10,16545
10450,05/12/2019,08/12/2019,10,10641
13147,08/12/2019,09/12/2019,10,14061
3316,11/12/2019,13/12/2019,10,3983
4621,13/12/2019,15/12/2019,10,15238
12973,13/12/2019,16/12/2019,10,2965
11494,16/12/2019,17/12/2019,10,19301
12538,16/12/2019,19/12/2019,10,924
4882,19/12/2019,21/12/2019,10,142
3577,19/12/2019,22/12/2019,10,9934
10102,22/12/2019,24/12/2019,10,10611
19150,24/12/2019,25/12/2019,10,12652
6013,26/12/2019,28/12/2019,10,10171
10798,28/12/2019,31/12/2019,10,5860
13408,31/12/2019,01/01/2020,10,4116
17411,01/01/2019,03/01/2019,11,6517
5405,03/01/2019,06/01/2019,11,10103
6710,06/01/2019,07/01/2019,11,13447
19325,07/01/2019,09/01/2019,11,1572
17237,09/01/2019,10/01/2019,11,9324
5840,09/01/2019,12/01/2019,11,13361
16106,12/01/2019,14/01/2019,11,17776
15497,14/01/2019,15/01/2019,11,9145
8015,16/01/2019,17/01/2019,11,13561
16367,20/01/2019,21/01/2019,11,11236
10277,21/01/2019,22/01/2019,11,15775
8798,22/01/2019,23/01/2019,11,13628
13757,23/01/2019,26/01/2019,11,19525
19760,26/01/2019,28/01/2019,11,3614
3056,29/01/2019,30/01/2019,11,15083
13496,31/01/2019,02/02/2019,11,3018
11234,02/02/2019,04/02/2019,11,15873
12887,04/02/2019,07/02/2019,11,12030
14975,07/02/2019,08/02/2019,11,9096
13409,12/02/2019,15/02/2019,11,3010
7145,15/02/2019,18/02/2019,11,18854
8450,21/02/2019,23/02/2019,11,10429
8189,23/02/2019,25/02/2019,11,8395
9407,23/02/2019,24/02/2019,11,7723
4100,24/02/2019,25/02/2019,11,11976
11582,26/02/2019,27/02/2019,11,10749
1490,27/02/2019,28/02/2019,11,16311
3665,28/02/2019,02/03/2019,11,16526
4187,02/03/2019,04/03/2019,11,15194
13670,04/03/2019,07/03/2019,11,6147
15845,07/03/2019,08/03/2019,11,4365
15236,10/03/2019,12/03/2019,11,14270
5144,12/03/2019,13/03/2019,11,8079
10538,13/03/2019,16/03/2019,11,2716
11495,17/03/2019,19/03/2019,11,8739
15758,22/03/2019,25/03/2019,11,9170
7058,25/03/2019,27/03/2019,11,18844
2360,27/03/2019,28/03/2019,11,11822
5666,31/03/2019,02/04/2019,11,16707
2969,02/04/2019,04/04/2019,11,18449
12278,02/04/2019,05/04/2019,11,10829
5579,06/04/2019,09/04/2019,11,5339
11930,15/04/2019,17/04/2019,11,2852
18716,17/04/2019,18/04/2019,11,9475
7319,19/04/2019,21/04/2019,11,8298
2012,23/04/2019,24/04/2019,11,6965
19064,26/04/2019,28/04/2019,11,6680
4274,28/04/2019,29/04/2019,11,11998
1751,02/05/2019,03/05/2019,11,9767
19934,08/05/2019,09/05/2019,11,6773
446,10/05/2019,13/05/2019,11,3706
13583,16/05/2019,17/05/2019,11,19510
1316,18/05/2019,21/05/2019,11,11717
19847,24/05/2019,26/05/2019,11,14731
881,28/05/2019,29/05/2019,11,1750
11756,29/05/2019,31/05/2019,11,10769
18281,31/05/2019,01/06/2019,11,12561
16802,31/05/2019,02/06/2019,11,6456
10451,06/06/2019,09/06/2019,11,707
6188,13/06/2019,14/06/2019,11,16764
3143,15/06/2019,17/06/2019,11,11892
16715,17/06/2019,19/06/2019,11,19839
17150,20/06/2019,23/06/2019,11,3362
14279,23/06/2019,25/06/2019,11,4212
10364,27/06/2019,28/06/2019,11,13784
4883,29/06/2019,30/06/2019,11,2143
17498,01/07/2019,04/07/2019,11,19916
4448,04/07/2019,05/07/2019,11,8009
5927,07/07/2019,10/07/2019,11,13369
359,13/07/2019,15/07/2019,11,4817
13061,15/07/2019,16/07/2019,11,2975
12974,16/07/2019,19/07/2019,11,12040
12191,19/07/2019,20/07/2019,11,13964
533,21/07/2019,23/07/2019,11,16202
10886,27/07/2019,28/07/2019,11,753
3752,29/07/2019,30/07/2019,11,5144
4361,31/07/2019,02/08/2019,11,12003
7754,03/08/2019,06/08/2019,11,18920
16454,09/08/2019,10/08/2019,11,4423
11060,10/08/2019,12/08/2019,11,15853
4535,12/08/2019,13/08/2019,11,7238
14192,14/08/2019,15/08/2019,11,14160
15410,15/08/2019,17/08/2019,11,19701
5057,17/08/2019,18/08/2019,11,7288
9233,18/08/2019,19/08/2019,11,15676
13931,24/08/2019,26/08/2019,11,19542
6623,26/08/2019,28/08/2019,11,321
620,26/08/2019,27/08/2019,11,18207
6362,27/08/2019,30/08/2019,11,13411
2186,02/09/2019,03/09/2019,11,18377
3404,04/09/2019,07/09/2019,11,5108
9581,13/09/2019,16/09/2019,11,611
6101,17/09/2019,18/09/2019,11,18752
4970,18/09/2019,19/09/2019,11,2149
8276,22/09/2019,23/09/2019,11,476
2621,24/09/2019,25/09/2019,11,5025
5753,26/09/2019,29/09/2019,11,15355
5231,30/09/2019,03/10/2019,11,5301
18107,03/10/2019,06/10/2019,11,1453
10190,08/10/2019,10/10/2019,11,19166
11669,10/10/2019,12/10/2019,11,10759
17759,13/10/2019,16/10/2019,11,1420
7493,20/10/2019,21/10/2019,11,2406
10712,22/10/2019,23/10/2019,11,5849
18020,23/10/2019,26/10/2019,11,6576
8363,30/10/2019,01/11/2019,11,486
19499,01/11/2019,02/11/2019,11,1588
14366,02/11/2019,03/11/2019,11,3102
6797,03/11/2019,05/11/2019,11,13456
1403,05/11/2019,07/11/2019,11,6909
15671,08/11/2019,11/11/2019,11,3221
4709,14/11/2019,15/11/2019,11,13248
15932,16/11/2019,19/11/2019,11,19751
12539,19/11/2019,20/11/2019,11,19398
16889,21/11/2019,22/11/2019,11,17855
6536,03/12/2019,06/12/2019,11,15428
8102,06/12/2019,08/12/2019,11,13569
11,08/12/2019,09/12/2019,11,12752
5318,10/12/2019,11/12/2019,11,7311
9755,11/12/2019,13/12/2019,11,13718
3578,13/12/2019,16/12/2019,11,16518
9146,17/12/2019,19/12/2019,11,19061
14888,20/12/2019,22/12/2019,11,14233
3230,24/12/2019,25/12/2019,11,11901
2882,25/12/2019,26/12/2019,11,5056
14105,26/12/2019,29/12/2019,11,1073
13148,29/12/2019,30/12/2019,11,19464
8624,30/12/2019,01/01/2020,11,17016
6363,01/01/2019,02/01/2019,12,10208
4884,02/01/2019,03/01/2019,12,15270
9669,03/01/2019,05/01/2019,12,19125
3144,05/01/2019,06/01/2019,12,3965
18804,06/01/2019,07/01/2019,12,16053
9408,07/01/2019,08/01/2019,12,592
8973,08/01/2019,10/01/2019,12,19047
6798,10/01/2019,13/01/2019,12,5467
9582,13/01/2019,14/01/2019,12,17116
18108,13/01/2019,15/01/2019,12,11420
4362,13/01/2019,16/01/2019,12,7218
19500,16/01/2019,18/01/2019,12,14689
5232,18/01/2019,20/01/2019,12,13309
1404,20/01/2019,22/01/2019,12,11728
18195,20/01/2019,21/01/2019,12,12554
12801,21/01/2019,22/01/2019,12,6053
9147,23/01/2019,25/01/2019,12,2570
16368,25/01/2019,27/01/2019,12,19802
13236,27/01/2019,28/01/2019,12,6097
12366,27/01/2019,29/01/2019,12,6008
186,29/01/2019,31/01/2019,12,12768
16455,31/01/2019,01/02/2019,12,1297
13062,01/02/2019,02/02/2019,12,975
15585,02/02/2019,05/02/2019,12,1211
6885,05/02/2019,06/02/2019,12,5475
4797,05/02/2019,08/02/2019,12,2135
6102,08/02/2019,09/02/2019,12,8180
11496,08/02/2019,11/02/2019,12,5924
13323,12/02/2019,14/02/2019,12,4105
14367,21/02/2019,23/02/2019,12,1102
11322,23/02/2019,25/02/2019,12,13882
17238,26/02/2019,01/03/2019,12,19892
10017,01/03/2019,02/03/2019,12,19156
8886,01/03/2019,03/03/2019,12,541
5841,05/03/2019,08/03/2019,12,10155
12,09/03/2019,11/03/2019,12,18149
8103,11/03/2019,13/03/2019,12,15570
7842,13/03/2019,14/03/2019,12,7577
18891,16/03/2019,19/03/2019,12,3530
5580,19/03/2019,22/03/2019,12,10126
2187,22/03/2019,24/03/2019,12,14977
19152,25/03/2019,28/03/2019,12,11525
2361,28/03/2019,30/03/2019,12,16398
3057,30/03/2019,01/04/2019,12,13083
8625,01/04/2019,02/04/2019,12,10450
7407,02/04/2019,03/04/2019,12,10311
10713,05/04/2019,08/04/2019,12,7850
4188,09/04/2019,11/04/2019,12,5197
19674,11/04/2019,12/04/2019,12,3603
99,12/04/2019,14/04/2019,12,12759
5928,14/04/2019,16/04/2019,12,8163
17760,17/04/2019,18/04/2019,12,3421
16977,20/04/2019,22/04/2019,12,19862
1752,22/04/2019,23/04/2019,12,11768
5145,25/04/2019,27/04/2019,12,10080
5493,28/04/2019,30/04/2019,12,5327
7581,05/05/2019,07/05/2019,12,415
8712,07/05/2019,09/05/2019,12,522
6015,11/05/2019,12/05/2019,12,5381
4014,13/05/2019,16/05/2019,12,9968
17064,17/05/2019,18/05/2019,12,11304
11844,19/05/2019,21/05/2019,12,15936
708,21/05/2019,24/05/2019,12,4848
5319,24/05/2019,25/05/2019,12,5311
4101,25/05/2019,27/05/2019,12,16569
9843,27/05/2019,28/05/2019,12,7761
7755,29/05/2019,31/05/2019,12,8344
18978,31/05/2019,01/06/2019,12,12633
6276,01/06/2019,02/06/2019,12,2289
10191,08/06/2019,10/06/2019,12,15766
18021,15/06/2019,16/06/2019,12,17974
6972,20/06/2019,22/06/2019,12,5486
10800,24/06/2019,25/06/2019,12,10669
3666,27/06/2019,30/06/2019,12,7136
7233,08/07/2019,10/07/2019,12,16867
10626,11/07/2019,14/07/2019,12,13811
12018,15/07/2019,17/07/2019,12,10801
12540,17/07/2019,18/07/2019,12,10853
18717,19/07/2019,21/07/2019,12,4649
7668,22/07/2019,23/07/2019,12,13533
12192,23/07/2019,26/07/2019,12,885
13584,27/07/2019,29/07/2019,12,1024
882,29/07/2019,30/07/2019,12,16239
1056,11/08/2019,14/08/2019,12,4876
10278,14/08/2019,15/08/2019,12,13775
1578,15/08/2019,16/08/2019,12,11748
6537,18/08/2019,21/08/2019,12,10226
12279,21/08/2019,22/08/2019,12,5999
12714,21/08/2019,24/08/2019,12,17420
11409,03/09/2019,06/09/2019,12,7916
18543,09/09/2019,10/09/2019,12,18028
6189,11/09/2019,14/09/2019,12,15395
447,15/09/2019,18/09/2019,12,4826
10539,19/09/2019,22/09/2019,12,19200
10974,22/09/2019,24/09/2019,12,15844
9930,24/09/2019,25/09/2019,12,10593
1665,29/09/2019,02/10/2019,12,9755
3840,03/10/2019,06/10/2019,12,11954
14193,06/10/2019,09/10/2019,12,4203
4275,10/10/2019,13/10/2019,12,9998
8277,13/10/2019,14/10/2019,12,10407
8190,14/10/2019,15/10/2019,12,15577
14541,16/10/2019,17/10/2019,12,12198
1317,19/10/2019,20/10/2019,12,14886
17934,20/10/2019,22/10/2019,12,14528
10887,23/10/2019,26/10/2019,12,15835
13845,27/10/2019,28/10/2019,12,12126
11583,29/10/2019,01/11/2019,12,17312
2535,04/11/2019,05/11/2019,12,1910
14628,05/11/2019,08/11/2019,12,4245
3492,08/11/2019,09/11/2019,12,11928
11931,09/11/2019,12/11/2019,12,15944
18282,12/11/2019,14/11/2019,12,14562
16803,14/11/2019,17/11/2019,12,14418
2448,18/11/2019,19/11/2019,12,11830
795,23/11/2019,25/11/2019,12,11665
1491,27/11/2019,30/11/2019,12,12898
17325,30/11/2019,01/12/2019,12,3381
2883,02/12/2019,05/12/2019,12,18443
15672,08/12/2019,09/12/2019,12,6343
11061,09/12/2019,11/12/2019,12,10694
14976,13/12/2019,14/12/2019,12,1154
7146,17/12/2019,19/12/2019,12,16857
4536,19/12/2019,21/12/2019,12,2108
8016,23/12/2019,24/12/2019,12,8375
15846,24/12/2019,27/12/2019,12,19742
10104,27/12/2019,28/12/2019,12,5787
2709,28/12/2019,29/12/2019,12,13040
17152,01/01/2019,03/01/2019,13,1362
18631,04/01/2019,05/01/2019,13,12597
1492,05/01/2019,07/01/2019,13,1812
19240,07/01/2019,08/01/2019,13,1560
8365,08/01/2019,09/01/2019,13,10421
12541,09/01/2019,10/01/2019,13,4028
2710,10/01/2019,12/01/2019,13,7036
10192,13/01/2019,14/01/2019,13,10620
5581,27/01/2019,28/01/2019,13,18695
15586,29/01/2019,30/01/2019,13,14301
7756,30/01/2019,01/02/2019,13,7570
5668,01/02/2019,02/02/2019,13,16708
6016,06/02/2019,09/02/2019,13,7382
2449,09/02/2019,10/02/2019,13,5009
4972,10/02/2019,12/02/2019,13,149
13672,12/02/2019,14/02/2019,13,6148
18718,14/02/2019,15/02/2019,13,12606
2188,18/02/2019,20/02/2019,13,6985
12976,21/02/2019,22/02/2019,13,12041
11497,23/02/2019,25/02/2019,13,10740
2362,25/02/2019,28/02/2019,13,15001
15325,28/02/2019,01/03/2019,13,3183
19501,01/03/2019,02/03/2019,13,11562
5929,02/03/2019,05/03/2019,13,15370
4102,05/03/2019,06/03/2019,13,2059
19675,06/03/2019,08/03/2019,13,4737
12019,11/03/2019,13/03/2019,13,13952
622,13/03/2019,15/03/2019,13,14821
13237,15/03/2019,17/03/2019,13,4097
13846,15/03/2019,16/03/2019,13,3054
17935,18/03/2019,19/03/2019,13,9401
3928,19/03/2019,20/03/2019,13,18552
10105,20/03/2019,21/03/2019,13,7788
13063,24/03/2019,25/03/2019,13,19454
7321,25/03/2019,27/03/2019,13,7526
19414,29/03/2019,31/03/2019,13,4712
5407,31/03/2019,02/04/2019,13,16683
2101,02/04/2019,05/04/2019,13,1868
10627,05/04/2019,07/04/2019,13,19210
7060,07/04/2019,09/04/2019,13,5497
1144,07/04/2019,10/04/2019,13,11699
6190,10/04/2019,12/04/2019,13,13395
6799,15/04/2019,18/04/2019,13,338
1840,18/04/2019,19/04/2019,13,3841
17848,18/04/2019,20/04/2019,13,19953
1579,22/04/2019,24/04/2019,13,14908
12454,01/05/2019,04/05/2019,13,13987
5059,06/05/2019,07/05/2019,13,161
17500,08/05/2019,11/05/2019,13,12485
18544,11/05/2019,12/05/2019,13,14590
16717,12/05/2019,13/05/2019,13,17842
1318,13/05/2019,14/05/2019,13,3794
18805,18/05/2019,19/05/2019,13,3523
10975,19/05/2019,20/05/2019,13,19246
15847,27/05/2019,29/05/2019,13,9178
13933,30/05/2019,01/06/2019,13,12136
11062,03/06/2019,04/06/2019,13,8694
16282,04/06/2019,07/06/2019,13,14365
10540,07/06/2019,08/06/2019,13,7831
9061,10/06/2019,11/06/2019,13,19052
18979,11/06/2019,14/06/2019,13,16074
100,15/06/2019,18/06/2019,13,14760
1057,22/06/2019,24/06/2019,13,3769
3058,24/06/2019,25/06/2019,13,5074
4189,28/06/2019,29/06/2019,13,2070
8104,29/06/2019,02/07/2019,13,13570
2536,02/07/2019,04/07/2019,13,13020
16369,04/07/2019,06/07/2019,13,17805
12280,06/07/2019,08/07/2019,13,8829
14803,08/07/2019,11/07/2019,13,9077
15412,11/07/2019,12/07/2019,13,3195
1231,11/07/2019,14/07/2019,13,14877
16630,14/07/2019,16/07/2019,13,14397
7669,14/07/2019,15/07/2019,13,2424
13411,15/07/2019,17/07/2019,13,6117
11671,18/07/2019,19/07/2019,13,8759
6277,21/07/2019,23/07/2019,13,10198
18892,26/07/2019,28/07/2019,13,14622
18104,18/02/2019,20/02/2019,8,4585
16712,20/02/2019,21/02/2019,8,6449
11840,23/02/2019,24/02/2019,8,8779
10013,25/02/2019,28/02/2019,8,19155
19148,28/02/2019,03/03/2019,8,9524
18713,03/03/2019,06/03/2019,8,14606
13754,06/03/2019,09/03/2019,8,8964
8708,11/03/2019,12/03/2019,8,5656
7577,13/03/2019,14/03/2019,8,7550
4010,14/03/2019,15/03/2019,8,15181
16016,19/03/2019,21/03/2019,8,9198
17669,21/03/2019,24/03/2019,8,11372
16886,24/03/2019,26/03/2019,8,11290
8360,28/03/2019,29/03/2019,8,15591
9317,31/03/2019,03/04/2019,8,8526
12188,03/04/2019,04/04/2019,8,2885
11318,05/04/2019,07/04/2019,8,7907
15581,07/04/2019,10/04/2019,8,4334
13319,10/04/2019,11/04/2019,8,996
8,10/04/2019,13/04/2019,8,16150
10709,16/04/2019,18/04/2019,8,13816
9491,19/04/2019,22/04/2019,8,2600
14711,22/04/2019,23/04/2019,8,14214
13580,22/04/2019,25/04/2019,8,3024
9578,27/04/2019,29/04/2019,8,13701
